;Register address;Field;Type;Accuracy;Unit;Min;Max;Read/Write;Remarks;User;;;
;0522;Voltage_Output_L1N;U16;0,1;V;;;R;Inverter L1 to N voltage effective value;End User;;;
;0523;Current_Load_L1N;I16;0,01;A;;;R;L1 load current effective value;End User;;;
;0524;ActivePower_Load_L1N;I16;0,01;kW;;;R;Load L1 to N active power;End User;;;
;0525;Voltage_Output_L2N;U16;0,1;V;;;R;Effective value of inverter L2 to N voltage;End User;;;
;0526;Current_Load_L2N;I16;0,01;A;;;R;L2 load current effective value;End User;;;
;0527;ActivePower_Load_L2N;I16;0,01;kW;;;R;Load L2 to N active power;End User;;;
;0528;;;;;;;;;;;;
;0529;;;;;;;;;;;;
;052A;;;;;;;;;;;;
;052B;;;;;;;;;;;;
;052C;;;;;;;;;;;;
;052D;;;;;;;;;;;;
;052E;;;;;;;;;;;;
;052F;;;;;;;;;;;;
;0530;;;;;;;;;;;;
;0531;;;;;;;;;;;;
;0532;;;;;;;;;;;;
;0533;;;;;;;;;;;;
;0534;;;;;;;;;;;;
;0535;;;;;;;;;;;;
;0536;;;;;;;;;;;;
;0537;;;;;;;;;;;;
;0538;;;;;;;;;;;;
;0539;;;;;;;;;;;;
;053A;;;;;;;;;;;;
;053B;;;;;;;;;;;;
;053C;;;;;;;;;;;;
;053D;;;;;;;;;;;;
;053E;;;;;;;;;;;;
;053F;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
PV input (0x0580-0x05FF);;;;;;;;;;;;;
;0580;AddressMask_Realtime_Input_PV1;U64;;;;;R;"
Each bit of this field corresponds to the validity of 64 addresses above the address of this field (including the address of this field). Bit4 represents the address where the highest bit address of this field is plus 1.
0 means invalid; 1 means valid";End User;;;
;0581;;;;;;;;;;;;
;0582;;;;;;;;;;;;
;0583;;;;;;;;;;;;
;0584;Voltage_PV1;U16;0,1;V;;;R;The first PV voltage;End User;;;
;0585;Current_PV1;U16;0,01;A;;;R;The first PV current;End User;;;
;0586;Power_PV1;U16;0,01;kW;;;R;PV power of the first road;End User;;;
;0587;Voltage_PV2;U16;0,1;V;;;R;The second PV voltage;End User;;;
;0588;Current_PV2;U16;0,01;A;;;R;The second PV current;End User;;;
;0589;Power_PV2;U16;0,01;kW;;;R;PV power of the 2nd road;End User;;;
;058A;Voltage_PV3;U16;0,1;V;;;R;No. 3 PV voltage;End User;;;
;058B;Current_PV3;U16;0,01;A;;;R;No. 3 PV current;End User;;;
;058C;Power_PV3;U16;0,01;kW;;;R;No. 3 PV power;End User;;;
;058D;Voltage_PV4;U16;0,1;V;;;R;No. 4 PV voltage;End User;;;
;058E;Current_PV4;U16;0,01;A;;;R;No. 4 PV current;End User;;;
;058F;Power_PV4;U16;0,01;kW;;;R;No. 4 PV power;End User;;;
;0590;Voltage_PV5;U16;0,1;V;;;R;No. 5 PV voltage;End User;;;
;0591;Current_PV5;U16;0,01;A;;;R;No. 5 PV current;End User;;;
;0592;Power_PV5;U16;0,01;kW;;;R;No. 5 PV power;End User;;;
;0593;Voltage_PV6;U16;0,1;V;;;R;No. 6 PV voltage;End User;;;
;0594;Current_PV6;U16;0,01;A;;;R;No. 6 PV current;End User;;;
;0595;Power_PV6;U16;0,01;kW;;;R;No. 6 PV power;End User;;;
;0596;Voltage_PV7;U16;0,1;V;;;R;No. 7 PV voltage;End User;;;
;0597;Current_PV7;U16;0,01;A;;;R;No. 7 PV current;End User;;;
;0598;Power_PV7;U16;0,01;kW;;;R;No. 7 PV power;End User;;;
;0599;Voltage_PV8;U16;0,1;V;;;R;No. 8 PV voltage;End User;;;
;059A;Current_PV8;U16;0,01;A;;;R;No. 8 PV current;End User;;;
;059B;Power_PV8;U16;0,01;kW;;;R;No. 8 PV power;End User;;;
;059C;Voltage_PV9;U16;0,1;V;;;R;No. 9 PV voltage;End User;;;
;059D;Current_PV9;U16;0,01;A;;;R;No. 9 PV current;End User;;;
;059E;Power_PV9;U16;0,01;kW;;;R;No. 9 PV power;End User;;;
;059F;Voltage_PV10;U16;0,1;V;;;R;No. 10 PV voltage;End User;;;
;05A0;Current_PV10;U16;0,01;A;;;R;No. 10 PV current;End User;;;
;05A1;Power_PV10;U16;0,01;kW;;;R;No. 10 PV power;End User;;;
;05A2;Voltage_PV11;U16;0,1;V;;;R;11th PV voltage;End User;;;
;05A3;Current_PV11;U16;0,01;A;;;R;11th PV current;End User;;;
;05A4;Power_PV11;U16;0,01;kW;;;R;11th PV power;End User;;;
;05A5;Voltage_PV12;U16;0,1;V;;;R;12th PV voltage;End User;;;
;05A6;Current_PV12;U16;0,01;A;;;R;12th PV current;End User;;;
;05A7;Power_PV12;U16;0,01;kW;;;R;12th PV power;End User;;;
;05A8;Voltage_PV13;U16;0,1;V;;;R;13th PV voltage;End User;;;
;05A9;Current_PV13;U16;0,01;A;;;R;13th PV current;End User;;;
;05AA;Power_PV13;U16;0,01;kW;;;R;13th PV power;End User;;;
;05AB;Voltage_PV14;U16;0,1;V;;;R;No. 14 PV voltage;End User;;;
;05AC;Current_PV14;U16;0,01;A;;;R;No. 14 PV current;End User;;;
;05AD;Power_PV14;U16;0,01;kW;;;R;No. 14 PV power;End User;;;
;05AE;Voltage_PV15;U16;0,1;V;;;R;15th PV voltage;End User;;;
;05AF;Current_PV15;U16;0,01;A;;;R;15th PV current;End User;;;
;05B0;Power_PV15;U16;0,01;kW;;;R;15th PV power;End User;;;
;05B1;Voltage_PV16;U16;0,1;V;;;R;16th PV voltage;End User;;;
;05B2;Current_PV16;U16;0,01;A;;;R;16th PV current;End User;;;
;05B3;Power_PV16;U16;0,01;kW;;;R;16th PV power;End User;;;
;05B4;;;;;;;;;;;;
;05B5;;;;;;;;;;;;
;05B6;;;;;;;;;;;;
;05B7;;;;;;;;;;;;
;05B8;;;;;;;;;;;;
;05B9;;;;;;;;;;;;
;05BA;;;;;;;;;;;;
;05BB;;;;;;;;;;;;
;05BC;;;;;;;;;;;;
;05BD;;;;;;;;;;;;
;05BE;;;;;;;;;;;;
;05BF;;;;;;;;;;;;
;05C0;AddressMask_Realtime_Input_PV2;U64;;;;;R;"Each bit of this field corresponds to the validity of 64 addresses above the address of this field (including the address of this field). Bit4 represents the address where the highest bit address of this field plus 1 is located.
0 means invalid; 1 means valid. ";End User;;;
;05C1;;;;;;;;;;;;
;05C2;;;;;;;;;;;;
;05C3;;;;;;;;;;;;
;05C4;Power_PV_Total;U16;0,1;kW;;;R;Total PV power;End User;;;
;05C5;;;;;;;;;;;;
;05C6;;;;;;;;;;;;
;05C7;;;;;;;;;;;;
;05C8;;;;;;;;;;;;
;05C9;;;;;;;;;;;;
;05CA;;;;;;;;;;;;
;05CB;;;;;;;;;;;;
;05CC;;;;;;;;;;;;
;05CD;;;;;;;;;;;;
;05CE;;;;;;;;;;;;
;05CF;;;;;;;;;;;;
;05D0;;;;;;;;;;;;
;05D1;;;;;;;;;;;;
;05D2;;;;;;;;;;;;
;05D3;;;;;;;;;;;;
;05D4;;;;;;;;;;;;
;05D5;;;;;;;;;;;;
;05D6;;;;;;;;;;;;
;05D7;;;;;;;;;;;;
;05D8;;;;;;;;;;;;
;05D9;;;;;;;;;;;;
;05DA;;;;;;;;;;;;
;05DB;;;;;;;;;;;;
;05DC;;;;;;;;;;;;
;05DD;;;;;;;;;;;;
;05DE;;;;;;;;;;;;
;05DF;;;;;;;;;;;;
;05E0;;;;;;;;;;;;
;05E1;;;;;;;;;;;;
;05E2;;;;;;;;;;;;
;05E3;;;;;;;;;;;;
;05E4;;;;;;;;;;;;
;05E5;;;;;;;;;;;;
;05E6;;;;;;;;;;;;
;05E7;;;;;;;;;;;;
;05E8;;;;;;;;;;;;
;05E9;;;;;;;;;;;;
;05EA;;;;;;;;;;;;
;05EB;;;;;;;;;;;;
;05EC;;;;;;;;;;;;
;05ED;;;;;;;;;;;;
;05EE;;;;;;;;;;;;
;05EF;;;;;;;;;;;;
;05F0;;;;;;;;;;;;
;05F1;;;;;;;;;;;;
;05F2;;;;;;;;;;;;
;05F3;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
Battery input (0x0600-0x067F);;;;;;;;;;;;;
;0600;AddressMask_Realtime_Input_Bat1;U64;;;;;R;"Each bit of this field corresponds to the validity of 64 addresses above the address of this field (including the address of this field). Bit4 represents the address where the highest bit address of this field is plus 1.
0 means invalid; 1 means valid";End User;;;
;0601;;;;;;;;;;;;
;0602;;;;;;;;;;;;
;0603;;;;;;;;;;;;
;0604;Voltage_Bat1;U16;0,1;V;;;R;No. 1 battery pack voltage;End User;;;
;0605;Current_Bat1;I16;0,01;A;;;R;The charging and discharging current of the first battery pack. Charge is positive, discharge is negative;End User;;;
;0606;Power_Bat1;I16;0,01;kW;;;R;The charging and discharging power of the first battery pack. Charge is positive, discharge is negative;End User;;;
;0607;Temperature_Env_Bat1;I16;1;℃;;;R;Ambient temperature of the first battery pack;End User;;;
;0608;SOC_Bat1;U16;1;%;;;R;No. 1 battery pack SOC;End User;;;
;0609;SOH_Bat1;U16;1;%;;;R;No. 1 battery pack SOH;End User;;;
;060A;ChargeCycle_Bat1;U16;1;cycle;;;R;Number of cycles of the first battery pack;End User;;;
;060B;Voltage_Bat2;U16;0,1;V;;;R;No. 2 battery pack voltage;End User;;;
;060C;Current_Bat2;I16;0,01;A;;;R;The charging and discharging current of the second battery pack. Charge is positive, discharge is negative;End User;;;
;060D;Power_Bat2;I16;0,01;kW;;;R;The charging and discharging power of the second battery pack. Charge is positive, discharge is negative;End User;;;
;060E;Temperature_Env_Bat2;I16;1;℃;;;R;Ambient temperature of the second battery pack;End User;;;
;060F;SOC_Bat2;U16;1;%;;;R;2nd battery pack SOC;End User;;;
;0610;SOH_Bat2;U16;1;%;;;R;2nd battery pack SOH;End User;;;
;0611;ChargeCycle_Bat2;U16;1;cycle;;;R;Number of cycles of the second battery pack;End User;;;
;0612;Voltage_Bat3;U16;0,1;V;;;R;No. 3 battery pack voltage;End User;;;
;0613;Current_Bat3;I16;0,01;A;;;R;The charging and discharging current of the third battery pack. Charge is positive, discharge is negative;End User;;;
;0614;Power_Bat3;I16;0,01;kW;;;R;The charging and discharging power of the third battery pack. Charge is positive, discharge is negative;End User;;;
;0615;Temperature_Env_Bat3;I16;1;℃;;;R;Ambient temperature of the third battery pack;End User;;;
;0616;SOC_Bat3;U16;1;%;;;R;No. 3 battery pack SOC;End User;;;
;0617;SOH_Bat3;U16;1;%;;;R;No. 3 battery pack SOH;End User;;;
;0618;ChargeCycle_Bat3;U16;1;cycle;;;R;Number of cycles of the third battery pack;End User;;;
;0619;Voltage_Bat4;U16;0,1;V;;;R;No. 4 battery pack voltage;End User;;;
;061A;Current_Bat4;I16;0,01;A;;;R;Charging and discharging current of No. 4 battery pack. Charge is positive, discharge is negative;End User;;;
;061B;Power_Bat4;I16;0,01;kW;;;R;Charging and discharging power of the 4th battery pack. Charge is positive, discharge is negative;End User;;;
;061C;Temperature_Env_Bat4;I16;1;℃;;;R;Ambient temperature of battery pack No. 4;End User;;;
;061D;SOC_Bat4;U16;1;%;;;R;No. 4 battery pack SOC;End User;;;
;061E;SOH_Bat4;U16;1;%;;;R;No. 4 battery pack SOH;End User;;;
;061F;ChargeCycle_Bat4;U16;1;cycle;;;R;Number of cycles of the 4th battery pack;End User;;;
;0620;Voltage_Bat5;U16;0,1;V;;;R;No. 5 battery pack voltage;End User;;;
;0621;Current_Bat5;I16;0,01;A;;;R;No. 5 battery pack charging and discharging current. Charge is positive, discharge is negative;End User;;;
;0622;Power_Bat5;I16;0,01;kW;;;R;Charging and discharging power of No. 5 battery pack. Charge is positive, discharge is negative;End User;;;
;0623;Temperature_Env_Bat5;I16;1;℃;;;R;Ambient temperature of battery pack No. 5;End User;;;
;0624;SOC_Bat5;U16;1;%;;;R;No. 5 battery pack SOC;End User;;;
;0625;SOH_Bat5;U16;1;%;;;R;No. 5 battery pack SOH;End User;;;
;0626;ChargeCycle_Bat5;U16;1;cycle;;;R;Number of cycles of the 5th battery pack;End User;;;
;0627;Voltage_Bat6;U16;0,1;V;;;R;No. 6 battery pack voltage;End User;;;
;0628;Current_Bat6;I16;0,01;A;;;R;No. 6 battery pack charge and discharge current. Charge is positive, discharge is negative;End User;;;
;0629;Power_Bat6;I16;0,01;kW;;;R;Charging and discharging power of No. 6 battery pack. Charge is positive, discharge is negative;End User;;;
;062A;Temperature_Env_Bat6;I16;1;℃;;;R;Ambient temperature of the 6th battery pack;End User;;;
;062B;SOC_Bat6;U16;1;%;;;R;6th battery pack SOC;End User;;;
;062C;SOH_Bat6;U16;1;%;;;R;No. 6 battery pack SOH;End User;;;
;062D;ChargeCycle_Bat6;U16;1;cycle;;;R;Number of cycles of the 6th battery pack;End User;;;
;062E;Voltage_Bat7;U16;0,1;V;;;R;No. 7 battery pack voltage;End User;;;
;062F;Current_Bat7;I16;0,01;A;;;R;No. 7 battery pack charging and discharging current. Charge is positive, discharge is negative;End User;;;
;0630;Power_Bat7;I16;0,01;kW;;;R;Charging and discharging power of No. 7 battery pack. Charge is positive, discharge is negative;End User;;;
;0631;Temperature_Env_Bat7;I16;1;℃;;;R;Ambient temperature of battery pack No. 7;End User;;;
;0632;SOC_Bat7;U16;1;%;;;R;No. 7 battery pack SOC;End User;;;
;0633;SOH_Bat7;U16;1;%;;;R;No. 7 battery pack SOH;End User;;;
;0634;ChargeCycle_Bat7;U16;1;cycle;;;R;No. 7 battery pack cycle times;End User;;;
;0635;Voltage_Bat8;U16;0,1;V;;;R;No. 8 battery pack voltage;End User;;;
;0636;Current_Bat8;I16;0,01;A;;;R;Charging and discharging current of No. 8 battery pack. Charge is positive, discharge is negative;End User;;;
;0637;Power_Bat8;I16;0,01;kW;;;R;Charging and discharging power of No. 8 battery pack. Charge is positive, discharge is negative;End User;;;
;0638;Temperature_Env_Bat8;I16;1;℃;;;R;Ambient temperature of the 8th battery pack;End User;;;
;0639;SOC_Bat8;U16;1;%;;;R;No. 8 battery pack SOC;End User;;;
;063A;SOH_Bat8;U16;1;%;;;R;No. 8 battery pack SOH;End User;;;
;063B;ChargeCycle_Bat8;U16;1;cycle;;;R;Number of cycles of the 8th battery pack;End User;;;
;063C;;;;;;;;;;;;
;063D;;;;;;;;;;;;
;063E;;;;;;;;;;;;
;063F;;;;;;;;;;;;
;0640;AddressMask_Realtime_Input_Bat2;U64;;;;;R;"Each bit of this field corresponds to the validity of 64 addresses above the address of this field (including the address of this field). Bit4 represents the address where the highest bit address of this field is plus 1.
0 means invalid; 1 means valid.";End User;;;
;0641;;;;;;;;;;;;
;0642;;;;;;;;;;;;
;0643;;;;;;;;;;;;
;0644;Voltage_Bat9;U16;0,1;V;;;R;No. 9 battery pack voltage;End User;;;
;0645;Current_Bat9;I16;0,01;A;;;R;No. 9 battery pack charging and discharging current. Charge is positive, discharge is negative;End User;;;
;0646;Power_Bat9;I16;0,01;kW;;;R;The charging and discharging power of the 9th battery pack. Charge is positive, discharge is negative;End User;;;
;0647;Temperature_Env_Bat9;I16;1;℃;;;R;Ambient temperature of the 9th battery pack;End User;;;
;0648;SOC_Bat9;U16;1;%;;;R;No. 9 battery pack SOC;End User;;;
;0649;SOH_Bat9;U16;1;%;;;R;No. 9 battery pack SOH;End User;;;
;064A;ChargeCycle_Bat9;U16;1;cycle;;;R;Number of cycles of the 9th battery pack;End User;;;
;064B;Voltage_Bat10;U16;0,1;V;;;R;No. 10 battery pack voltage;End User;;;
;064C;Current_Bat10;I16;0,01;A;;;R;No. 10 battery pack charge and discharge current. Charge is positive, discharge is negative;End User;;;
;064D;Power_Bat10;I16;0,01;kW;;;R;Charging and discharging power of No. 10 battery pack. Charge is positive, discharge is negative;End User;;;
;064E;Temperature_Env_Bat10;I16;1;℃;;;R;Ambient temperature of No. 10 battery pack;End User;;;
;064F;SOC_Bat10;U16;1;%;;;R;No. 10 battery pack SOC;End User;;;
;0650;SOH_Bat10;U16;1;%;;;R;No. 10 battery pack SOH;End User;;;
;0651;ChargeCycle_Bat10;U16;1;cycle;;;R;Number of cycles of the 10th battery pack;End User;;;
;0652;Voltage_Bat11;U16;0,1;V;;;R;No. 11 battery pack voltage;End User;;;
;0653;Current_Bat11;I16;0,01;A;;;R;The charging and discharging current of No. 11 battery pack. Charge is positive, discharge is negative;End User;;;
;0654;Power_Bat11;I16;0,01;kW;;;R;Charging and discharging power of No. 11 battery pack. Charge is positive, discharge is negative;End User;;;
;0655;Temperature_Env_Bat11;I16;1;℃;;;R;Ambient temperature of battery pack No. 11;End User;;;
;0656;SOC_Bat11;U16;1;%;;;R;No. 11 battery pack SOC;End User;;;
;0657;SOH_Bat11;U16;1;%;;;R;No. 11 battery pack SOH;End User;;;
;0658;ChargeCycle_Bat11;U16;1;cycle;;;R;Number of cycles of the 11th battery pack;End User;;;
;0659;Voltage_Bat12;U16;0,1;V;;;R;No. 12 battery pack voltage;End User;;;
;065A;Current_Bat12;I16;0,01;A;;;R;Charging and discharging current of No. 12 battery pack. Charge is positive, discharge is negative;End User;;;
;065B;Power_Bat12;I16;0,01;kW;;;R;Charging and discharging power of No. 12 battery pack. Charge is positive, discharge is negative;End User;;;
;065C;Temperature_Env_Bat12;I16;1;℃;;;R;Ambient temperature of the 12th battery pack;End User;;;
;065D;SOC_Bat12;U16;1;%;;;R;No. 12 battery pack SOC;End User;;;
;065E;SOH_Bat12;U16;1;%;;;R;No. 12 battery pack SOH;End User;;;
;065F;ChargeCycle_Bat12;U16;1;cycle;;;R;Number of cycles of the 12th battery pack;End User;;;
;0660;;;;;;;;;;;;
;0661;;;;;;;;;;;;
;0662;;;;;;;;;;;;
;0663;;;;;;;;;;;;
;0664;;;;;;;;;;;;
;0665;;;;;;;;;;;;
;0666;;;;;;;;;;;;
;0667;Power_Bat_Total;I16;0,1;kW;;;R;Total battery charge and discharge power. Charge is positive, discharge is negative;End User;;;
;0668;SOC_Bat_Average;U16;1;%;;;R;Summarize the average value of battery pack SOC;End User;;;
;0669;SOH_Bat;U16;1;%;;;R;Summary battery pack SOH;End User;;;
;066A;;;;;;;;;;;;
;066B;;;;;;;;;;;;
;066C;;;;;;;;;;;;
;066D;;;;;;;;;;;;
;066E;;;;;;;;;;;;
;066F;;;;;;;;;;;;
;0670;;;;;;;;;;;;
;0671;;;;;;;;;;;;
;0672;;;;;;;;;;;;
;0673;;;;;;;;;;;;
;0674;;;;;;;;;;;;
;0675;;;;;;;;;;;;
;0676;;;;;;;;;;;;
;0677;;;;;;;;;;;;
;0678;;;;;;;;;;;;
;0679;;;;;;;;;;;;
;067A;;;;;;;;;;;;
;067B;;;;;;;;;;;;
;067C;;;;;;;;;;;;
;067D;;;;;;;;;;;;
;067E;;;;;;;;;;;;
;067F;;;;;;;;;;;;
;;;;;;;;;;;;;
Power (0x0680-0x06BF);;;;;;;;;;;;;
;0680;AddressMask_Realtime_ElectricityStatistics1;U64;;;;;R;"Each bit of this field corresponds to the validity of 64 addresses above the address of this field (including the address of this field). Bit4 represents the address where the highest bit address of this field is plus 1.
0 means invalid; 1 means valid.";End User;;;
;0681;;;;;;;;;;;;
;0682;;;;;;;;;;;;
;0683;;;;;;;;;;;;
;0684;PV_Generation_Today;U32;0,01;kWh;;;R;"
Power generation of the day";End User;;;
;0685;;;;;;;;;;;;
;0686;PV_Generation_Total;U32;0,1;kWh;;;R;Total power generation time;End User;;;
;0687;;;;;;;;;;;;
;0688;Load_Consumption_Today;U32;0,01;kWh;;;R;Load power consumption of the day;End User;;;
;0689;;;;;;;;;;;;
;068A;Load_Consumption_Total;U32;0,1;kWh;;;R;Total load power consumption;End User;;;
;068B;;;;;;;;;;;;
;068C;Energy_Purchase_Today;U32;0,01;kWh;;;R;Buy electricity on the day;End User;;;
;068D;;;;;;;;;;;;
;068E;Energy_Purchase_Total;U32;0,1;kWh;;;R;Total electricity purchased;End User;;;
;068F;;;;;;;;;;;;
;0690;Energy_Selling_Today;U32;0,01;kWh;;;R;Electricity sold on the day;End User;;;
;0691;;;;;;;;;;;;
;0692;Energy_Selling_Total;U32;0,1;kWh;;;R;Total electricity sold;End User;;;
;0693;;;;;;;;;;;;
;0694;Bat_Charge_Today;U32;0,01;kWh;;;R;Battery charge capacity of the day;End User;;;
;0695;;;;;;;;;;;;
;0696;Bat_Charge_Total;U32;0,1;kWh;;;R;Total battery charge;End User;;;
;0697;;;;;;;;;;;;
;0698;Bat_Discharge_Today;U32;0,01;kWh;;;R;Battery discharge capacity of the day;End User;;;
